"AG
Code",AG Code Description,"Main A/c
Code",Main Account Code Description,"Existing
Account
Codes","Erstwhile Specific Account Code
Description",GL Code,GL Description on ERP
47,"Deposit For Electrifications, Service Connection Etc.",47.5,Deposit Works for DISCOMS,47 501,"Purvanchal Vidyut Vitran Nigam Limited, Varanasi",4750000000,Liability for Deposit Works - DISCOMs
47,"Deposit For Electrifications, Service Connection Etc.",47.5,Deposit Works for DISCOMS,47 502,"Madhyanchal Vidyut Vitran Nigam Ltd., Lucknow",4750000000,Liability for Deposit Works - DISCOMs
47,"Deposit For Electrifications, Service Connection Etc.",47.5,Deposit Works for DISCOMS,47 503,"Paschimanchal Vidyut Vitran Nigam Limited, Meerut",4750000000,Liability for Deposit Works - DISCOMs
47,"Deposit For Electrifications, Service Connection Etc.",47.5,Deposit Works for DISCOMS,47 504,Dakshinanchal Vidyut Vitran Nigam Ltd. Agra,4750000000,Liability for Deposit Works - DISCOMs
47,"Deposit For Electrifications, Service Connection Etc.",47.5,Deposit Works for DISCOMS,47 505,Kanpur Electricity Supply Co. Ltd.,4750000000,Liability for Deposit Works - DISCOMs
47,"Deposit For Electrifications, Service Connection Etc.",47.5,Deposit Works for DISCOMS,47 506,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited,4750000000,Liability for Deposit Works - DISCOMs
47,"Deposit For Electrifications, Service Connection Etc.",47.9,Deposit Work against Capital Grants,47 912,Deposit Work Against Central Govt. Grant – PSDF Contribution – Capacitor Bank,4791200000,DW Agnst Cntrl Govt Grant-PSDF Contri.-Capcitr Bnk
47,"Deposit For Electrifications, Service Connection Etc.",47.9,Deposit Work against Capital Grants,47 913,Deposit Work Against Central Govt. Grant – PSDF Contribution – Renovation & Upgradation,4791300000,DW Agnst Cntrl Govt Grant-PSDF Contri.-Reno&Upgd
47,"Deposit For Electrifications, Service Connection Etc.",47.9,Deposit Work against Capital Grants,47 914,Deposit Work Against Central Govt. Grant – PSDF Contribution – HTLS Conductors,4791400000,DW Agnst Cntrl Govt Grant-PSDF Contri.-HTLS Cond.
47,"Deposit For Electrifications, Service Connection Etc.",47.9,Deposit Work against Capital Grants,47 915,Deposit Work Against Central Govt. Grant – PSDF Contribution – HTLS Conductors,4791500000,DW Agnst Cntrl Govt Grant-PSDF Contri.-IORC &DAS
47,"Deposit For Electrifications, Service Connection Etc.",47.9,Deposit Work against Capital Grants,47 916,Deposit Work Against Central Govt. Grant – PSDF Contribution – HTLS Conductors,4791600000,DW Agnst Cntrl Govt Grant-PSDF Contri.-IMP SAMAST
50,Borrowings for Working Capital,50.2,Bank Overdrafts,50 2,Bank Overdraft,5020100000,Bank Overdraft
51,Payment Due on Capital Liabilities,,,New,New,5100000000,Sundry Creditor-Treasury
51,Payment Due on Capital Liabilities,,,New,New,5110000000,Repayments of Loan Due
51,Payment Due on Capital Liabilities,,,New,New,5120000000,Repayment Dues-Cap-Liability- Interest
52,Capital Liabilities (Other than State Government Loans),52.6,Share Capital & Equities,52 601,Share Capital,5260100000,Share Capital
52,Capital Liabilities (Other than State Government Loans),52.6,Share Capital & Equities,52 603,Share Application Money,5260300000,Share Application Money
53,Capital Liabilities (Other than State Government Loans),53.3,Loans from Rural Electrification Corporation (REC),53 3,"Loans from Financial Institutions, Banks etc.",5330000000,"Loans from Financial Institutions, Banks etc."
53,Capital Liabilities (Other than State Government Loans),53.3,Loans from Rural Electrification Corporation (REC),53 31,R E C (Normal),5330000000,"Loans from Financial Institutions, Banks etc."
53,Capital Liabilities (Other than State Government Loans),53.3,Loans from Rural Electrification Corporation (REC),53 31N,REC(Reschedule) Government Guarantee,5330000000,"Loans from Financial Institutions, Banks etc."
53,Capital Liabilities (Other than State Government Loans),53.5,Loans from Commercial Banks for Electrification Schemes,53 55,Allahabad Bank,5330000000,"Loans from Financial Institutions, Banks etc."
53,Capital Liabilities (Other than State Government Loans),53.7,Loans from Power Finance Corporation,53 71,PFC (RTL),5330000000,"Loans from Financial Institutions, Banks etc."
53,Capital Liabilities (Other than State Government Loans),53.8,Loans from Financial Institutions & Others,53 849,,5330000000,"Loans from Financial Institutions, Banks etc."
55,"Contributions, Grants and Subsidies towards Cost of Capital Assets",55.1,Consumers' Contributions towards Cost of Capital Assets,55 102,Contribution for Deposit Works,5510200000,Contribution for Deposit Works
55,"Contributions, Grants and Subsidies towards Cost of Capital Assets",55.1,Consumers' Contributions towards Cost of Capital Assets,55 103,Other Capital Receipts,5510300000,Other Capital Receipts
55,"Contributions, Grants and Subsidies towards Cost of Capital Assets",55.3,Grants towards Cost of Capital Assets,55 302,Grants towards Capacitor Bank - Central Govt.,5530200000,Grants towards Capacitor Bank - Central Govt.
55,"Contributions, Grants and Subsidies towards Cost of Capital Assets",55.3,Grants towards Cost of Capital Assets,55 303,Grants towards Renovation & Upgradation - Central Govt.,5530300000,Grants-Renovation&Upgrad.- Central Govt.
55,"Contributions, Grants and Subsidies towards Cost of Capital Assets",55.3,Grants towards Cost of Capital Assets,55 304,Grants towards HTLS conductors (PSDF Funded) - Central Govt.,5530400000,Grants-HTLS conduct.-PSDF- Central Govt.
55,"Contributions, Grants and Subsidies towards Cost of Capital Assets",55.3,Grants towards Cost of Capital Assets,55 305,Grants-IORC & DAS FOR OFC-PSDF,5530500000,Grants-IORC & DAS FOR OFC-PSDF
55,"Contributions, Grants and Subsidies towards Cost of Capital Assets",55.3,Grants towards Cost of Capital Assets,55 306,Grants-IMPLEMENTION OF SAMAST-PSDF,5530600000,Grants-IMPLEMENTION OF SAMAST-PSDF
56,Reserves,56.1,General Reserves,56 1,General Reserves,5610000000,General Reserves
56,Reserves,56.2,Capital Reserves,56 2,Capital Reserves,5620000000,Capital Reserves
56,Reserves,56.6,Other Reserves,56 601,Actuarial Gain/Losses-Gratuity Prov CPF Empl,5660100000,Actuarial Gain/Losses-Gratuity Prov CPF Empl
56,Reserves,56.6,Other Reserves,56 610,Reserve for Materials Cost Variance,5661000000,Reserve for Materials Cost Variance
56,Reserves,56.6,Other Reserves,56 680,Restructuring Reserve,5668000000,Restructuring Reserve
57,Reserve Funds,57.9,Other Reserve Funds,57 900,State Unscheduled interchange port account Fund,5790000000,State Unscheduled interchange port account Fund
58,Surplus,58.1,Revenue Account,58 1,Revenue Account,5810000000,Revenue Account
58,Surplus,58.2,Net Revenue & Appropriation Account,58 210,Net Revenue & Apporpriation Account,5821000000,Net Revenue & Appropriation Account
59,Head Quarter Expenditure Account,59.1,Headquarter Expenditure Account,59 1,Headquarter Expenditure Account,5610000000,General Reserves
59,Head Quarter Expenditure Account,59.3,HQ IUT Control Account - Within Zone (For Transactions Originated Prior to 01.04.2017),59 3,HQ IUT Control Account - Within Zone (For Transactions Originated Prior to 01.04.2017),3100000003,HQ IUT Cntrl Account Within Zone before 01.04.2017
59,Head Quarter Expenditure Account,59.4,HQ IUT Control Account - Out of Zone (For Transactions Originated Prior to 01.04.2017),59 4,HQ IUT Control Account - Out of Zone (For Transactions Originated Prior to 01.04.2017),3100000004,HQ IUT Cntrl Account Out of Zone before 01.04.2017
59,Head Quarter Expenditure Account,59.5,HQ IUT Control Account - Within Zone (For Transactions Originated on or after 01.04.2017),59 5,HQ IUT Control Account - Within Zone (For Transactions Originated on or after 01.04.2017),3100000005,HQ IUT Cntrl Account Within Zone after 01.04.2017
59,Head Quarter Expenditure Account,59.6,HQ IUT Control Account - Out of Zone (For Transactions Originated on or after 01.04.2017),59 6,HQ IUT Control Account - Out of Zone (For Transactions Originated on or after 01.04.2017),3100000006,HQ IUT Cntrl Account Out of Zone after 01.04.2017
61,Revenue from Sale of Power,61.4,Meter Rent / Service Line Rental,61 403,Line Rent OPGW,6140300000,Line Rent OPGW
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 710,Madh.V.V.N.Ltd.,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 711,Purv.V.V.N.Ltd.,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 712,Pash.V.V.N.Ltd.,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 713,Dak.V.V.N.Ltd.,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 714,KESCO,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 715,NPCL,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 715A,PGCIL,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 715B,Extra State Consumers MP & HP,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 717,Northen Railways-UP(Deemed Distribution Licensee),6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 720,Other Agencies,6172000000,Revenue from POC Charges
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 720C,JP Industries,6171000000,Revenue from Transmission of Power
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 721,Annual Fee for Long Term Open Access(LTOA)-SLDC,6172100000,Annual Fee for Long Term Open Access(LTOA)-SLDC
61,Revenue from Sale of Power,61.7,Wheeling Charges,61 722,Application Fee/SLDC Charges/Concurance Fees for Short Term Open Access(STOA)-SLDC,6172200000,Revenue-Other Fee-STOA-UPSLDC
62,Other Income,62.1,Receipt on A/C of Maintenance Charges,62 101,Receipt on A/C of Maintenance Charges,6210100000,Receipt on A/C of Maintenance Charges
62,Other Income,62.1,Receipt on A/C of Maintenance Charges,62 102,Receipt on A/C of Shutdown Charges,6210200000,Receipt on A/C of Shutdown Charges
62,Other Income,62.1,Receipt on A/C of Maintenance Charges,62 103,Lease Rent on Account of use of Optical Fibre Cable (PGCIL),6210300000,Lease Rent on Acc of use of O.F. Cable(PGCIL)
62,Other Income,62.1,Receipt on A/C of Maintenance Charges,62 104,Reciept on Account of ROW (Right of Way) for Installation of OPGW by PGCIL,6210400000,Rcpt on Acc of ROW for Installatn of OPGW by PGCIL
62,Other Income,62.1,Receipt on A/C of Maintenance Charges,62 105,Processing Charges/fees from third party,6210500000,Processing Charges/fees from third party
62,Other Income,62.1,Receipt on A/C of Maintenance Charges,62 106,Supervision Charges,6210600000,Supervision Charges
62,Other Income,62.1,Receipt on A/C of Maintenance Charges,62 106,Supervision Charges,6210600001,Supervision Charges
62,Other Income,62.2,"Income from Loans, Advances and Investments etc.",62 230,Others,6223000000,Income from Investments - Others
62,Other Income,62.2,"Income from Loans, Advances and Investments etc.",62 260,Interest on Advance to Contractors/Suplliers,6226000000,Incme frm Invest-Intrst Advnc to Contrctr/Supliers
62,Other Income,62.2,"Income from Loans, Advances and Investments etc.",62 270,Interest from Banks(Other than Interest on Fixed Deposits),6227000000,Income from Investments - Interest from Banks
62,Other Income,62.3,Income form Trading,62 330,Profit on Sale of Stores,6233000000,Profit on Sale of Stores
62,Other Income,62.3,Income form Trading,62 340,Sale of Scrap,6234000000,Sale of Scrap
62,Other Income,62.3,Income form Trading,62 361,Sale of Tender Forms,6236100000,Other Misc Receipts - Sale of Tender Forms
62,Other Income,62.3,Income form Trading,62 362,Registration Fee,6236200000,Other Misc Receipts - Registration Fee
62,Other Income,62.3,Income form Trading,62 365,Forfeited Earnest Money/Sec. Money,6236500000,Othr Misc Recpts-Forfeited Earnest Money/Sec Money
62,Other Income,62.3,Income form Trading,62 366,Income form Trees/Horticulture/Crops/Fish,6236600000,Other Misc Receipts-Income form Trees/Crops/Fish
62,Other Income,62.3,Income form Trading,62 369,Balance Misc. Reeipts,6236900000,Other Misc Receipts - Balance Misc. Reeipts
62,Other Income,62.4,Gain on Sale of Fixed Assets,62 401,Land and Land Rights,6240100000,Gain on Sale - Land and Land Rights
62,Other Income,62.4,Gain on Sale of Fixed Assets,62 407,Vehicles,6240700000,Gain on Sale - Vehicles
62,Other Income,62.6,Income/Fees/Collections against Staff Welfare Activities,62 623,Water Charges,6262300000,Water Charges
62,Other Income,62.6,Income/Fees/Collections against Staff Welfare Activities,62 630,Recoveries for Transport Facilities,6263000000,Recoveries for Transport Facilities
62,Other Income,62.6,Income/Fees/Collections against Staff Welfare Activities,62 640,Income form Guest/Inspection Houses,6264000000,Income form Guest/Inspection Houses
62,Other Income,62.8,Misc.Receipts relating to Power Purchase,62 802,Late Payment Surcharge,6280200000,Late Payment Surcharge
62,Other Income,62.9,Miscellaneous Receipts,62 901,Rental from Staff,6290100000,Rental from Staff
62,Other Income,62.9,Miscellaneous Receipts,62 902,Rental from Contractors,6290200000,Rental from Contractors
62,Other Income,62.9,Miscellaneous Receipts,62 903,Lease Rent,6290300000,Lease Rent
62,Other Income,62.9,Miscellaneous Receipts,62 905,Excess found on Physical Verification of Fixed Assets,6290500000,Excess found on Physical Verification of FA
62,Other Income,62.9,Miscellaneous Receipts,62 906,Excess found on Physical Verification of Stores,6290600000,Excess found on Physical Verification of Stores
62,Other Income,62.9,Miscellaneous Receipts,62 910,Recoveries for Transport & Vehicles Expenses(Other than Recoveries from Staff),6291000000,Recoveries-Transport & Vehicles Expenses
62,Other Income,62.9,Miscellaneous Receipts,62 912,Sundry Credit Balances Written Back,6291200000,Sundry Credit Balances Written Back
62,Other Income,62.9,Miscellaneous Receipts,62 917,Penalties for Delay in Supply/Execution of Works,6291700000,Penalties for Delay in Supply/Execution of Works
62,Other Income,62.9,Miscellaneous Receipts,62 919,Receipt of Fees under Right to Information Act-2005,6291900000,Receipt of Fees under Right to Informtion Act-2005
62,Other Income,62.9,Miscellaneous Receipts,62 920,Receipt of Lease Rental from Authorities & Others,6292000000,Receipt of Lease Rental from Authorities & Others
62,Other Income,62.9,Miscellaneous Receipts,62 921,Income recognition on account of Consumer Contribution Reserve,6292100000,Income recog. on acc of Consumer Contributn Resrve
62,Other Income,62.9,Miscellaneous Receipts,62 950,Adjustment for overall rounding effect in rupees,6295000000,Adjustment for overall rounding effect in rupees
62,Other Income,62.9,Miscellaneous Receipts,62 965,Rebate for Timely Payment of Interest,6296500000,Rebate for Timely Payment of Interest
63,Subsidies and Grant,63.1,Revenue Subsidies & Grants,63 111,Interest Subsidy from PFC,6311100000,Interest Subsidy from PFC
63,Subsidies and Grant,63.9,Other Subsidies & Grants,63 901,Subsidies & Grants (Repayment of Loan Principal),6390100000,Subsidies & Grants (Repayment of Loan Principal)
65,Prior Period Income,65.4,Interest Income for Prior Periods,65 4,Interest Income for Prior Periods,6540100000,Interest Income for Prior Periods
65,Prior Period Income,65.5,Excess Provision for Income-Tax in Prior Periods,65 5,Excess Provision for Income-Tax in Prior Periods,6550100000,Excess Provision for Income-Tax in Prior Periods
65,Prior Period Income,65.6,Excess Provisio for Depreciation in Prior Periods,65 6,Excess Provisio for Depreciation in Prior Periods,6560100000,Excess Provision for Depreciation in Prior Periods
65,Prior Period Income,65.7,Excess Provision for Interest & Finance Charges in Prior Periods,65 7,Excess Provision for Interest & Finance Charges in Prior Periods,6570100000,Excess Prov.- Intrst&Finance Charges in Prior Pd
65,Prior Period Income,65.8,Other Excess Provisions in Prior Periods,65 8,Other Excess Provisions in Prior Periods,6580100000,Other Excess Provisions in Prior Periods
65,Prior Period Income,65.9,Other Income relating to Prior Periods,65 9,Other Income relating to Prior Periods,6590100000,Other Income relating to Prior Periods
74,Repairs & Maintenance,,,New,New,7400000000,Consumption A/C-O&M
74,Repairs & Maintenance,,,New,New,7400000001,Cost of Scrap Sold (Cutover)
74,Repairs & Maintenance,,,New,New,7400000002,Cost of scrap declared
74,Repairs & Maintenance,,,New,New,7400000003,T&P item-trnfr from prjet WBS to unrestrictd-Zero
74,Repairs & Maintenance,,,New,New,7400000004,Cost of scrap-non split valuated material
74,Repairs & Maintenance,,,New,New,7400000005,Cost of goods sold - (Stores)
74,Repairs & Maintenance,74.1,Plant & Machinery,74 111,Entire Outdoor Switch Yard and Switchgear including Out-door Transformers,7411100000,R&M-Outdoor Switch Yard- Switchgear -Outdoor Transf
74,Repairs & Maintenance,74.1,Plant & Machinery,74 112,"Entire Indoor 400 volts 6.6 KV Switchgear, M.C.C. Contorl Panels, Protection Panel, Local Panels, Distribution T.F.s",7411200000,"R&M-Indoor 400V 6.6KV Swtgear,MCC Cnt-Prt-Lcl Pnl"
74,Repairs & Maintenance,74.1,Plant & Machinery,74 113,Entire L.T. & H.T. and Control Cables and D.C. System,7411300000,R&M-Entire LT & HT and Control Cables & DC System
74,Repairs & Maintenance,74.1,Plant & Machinery,74 114,"Entire Conttol Paels, Relays & Pelay Panels including Protective & Inter Lock Electrical System",7411400000,R&M-Control Pan-Relays&Pelay Panels- Protec.&ILES
74,Repairs & Maintenance,74.1,Plant & Machinery,74 115,"Indoor, Out Door Lighting System, P.A. System, Internal Communication System",7411500000,R&M-Indoor-OutDoorLighting- P.A.Internal Commun.Sys
74,Repairs & Maintenance,74.1,Plant & Machinery,74 116,H.T. & L.T. Motors,7411600000,R&M-H.T. & L.T. Motors
74,Repairs & Maintenance,74.1,Plant & Machinery,74 117,"Control & Instrumentation including related Control & Relay Panels, Inter Lock & Actuating System",7411700000,R&M-Control&Inst(Cnt-Relay Pan.InterLock&Actu.Sys)
74,Repairs & Maintenance,74.1,Plant & Machinery,74 121,Fire Fighting System including Fire Engines and Mulsifire System,7412100000,"R&M-Fire Fighting Syst,Fire Engines&Mulsifire Syst"
74,Repairs & Maintenance,74.1,Plant & Machinery,74 122,Water Treatment Plant Equipment and System including Dozing System Express Laboratory & Test Laboratory,7412200000,R&M-WaterTreat.Plnt Equi&Sys- Dozing Sys Exp-Tst Lb
74,Repairs & Maintenance,74.1,Plant & Machinery,74 123,Bearing Cooling System including Auxiliary Coolig Towers & Pump & Pump House,7412300000,"R&M-Bearing Cool.Sys(Auxi Cool.Twr-Pump,House)"
74,Repairs & Maintenance,74.1,Plant & Machinery,74 132,Oil Storage Tank/Oil Handling Plant & Equipments,7413200000,R&M-Oil Storage Tank/Oil Handling Plant & Equipments
74,Repairs & Maintenance,74.1,Plant & Machinery,74 138,Transmission Plant: Transformers & Equipment having a Rating of 100KVA and above,7413800000,R&M-TP:Transformers&Equip Rating 100KVA and abv
74,Repairs & Maintenance,74.1,Plant & Machinery,74 139,"Other Transmission Plants: Transformers, KIOSKS, Sub Station Equipments and Other Fixed Apparatus",7413900000,"R&M-Othr TP:Trnsfrmr Kiosks,SS Equip&othr Fxd App"
74,Repairs & Maintenance,74.1,Plant & Machinery,74 141,Transformers having a Rating below 100 KVA,7414100000,R&M-Transformers having a Rating below 100 KVA
74,Repairs & Maintenance,74.1,Plant & Machinery,74 142,"Other Transmission Plant & Equipments(Transformers KIOSKS, S/S Equipment and Other Fixed Apparatus in Distributions)",7414200000,R&M-Other Transmission Plant & Equipments
74,Repairs & Maintenance,74.1,Plant & Machinery,74 145,Public Lighting Equipment,7414500000,R&M-Public Lighting Equipment
74,Repairs & Maintenance,74.1,Plant & Machinery,74 146,"Construction Machinery(Earthmovers, Cement Mixers, Cranes etc.)",7414600000,"R&M-Cnstrctn Machnry(Earthmovers,Cement,cra ne etc)"
74,Repairs & Maintenance,74.1,Plant & Machinery,74 147,Switchgear including Cable Connections,7414700000,R&M-Switchgear including Cable Connections
74,Repairs & Maintenance,74.1,Plant & Machinery,74 148,Batteries including Charging Equipments,7414800000,R&M-Batteries including Charging Equipments
74,Repairs & Maintenance,74.1,Plant & Machinery,74 149,Fabrication and Workshop Equipments,7414900000,R&M-Fabrication and Workshop Equipments
74,Repairs & Maintenance,74.1,Plant & Machinery,74 150,Lightining Arresters,7415000000,R&M-Lightining Arresters
74,Repairs & Maintenance,74.1,Plant & Machinery,74 151,"Communication Equipment, Radio & Higher Frequency Carrier System",7415100000,"R&M-Communicatn Equi,Radio&Higher Freq Carrier Sys"
74,Repairs & Maintenance,74.1,Plant & Machinery,74 152,Communication Equipment,7415200000,R&M-Communication Equipment
74,Repairs & Maintenance,74.1,Plant & Machinery,74 153,"Static Machine, Tools & Equipments",7415300000,"R&M-Static Machine, Tools & Equipments"
74,Repairs & Maintenance,74.1,Plant & Machinery,74 154,Air Conditioning Plant(Static),7415400000,R&M-Air Conditioning Plant(Static)
74,Repairs & Maintenance,74.1,Plant & Machinery,74 155,Air Conditioning Plant(Portable),7415500000,R&M-Air Conditioning Plant(Portable)
74,Repairs & Maintenance,74.1,Plant & Machinery,74 157,Meter Testing and Laboratory Tools and Equipments,7415700000,R&M-Meter Testing and Laboratory Tools and Equipments
74,Repairs & Maintenance,74.1,Plant & Machinery,74 160,Misc. General Equipments,7416000000,R&M-Misc. General Equipments
74,Repairs & Maintenance,74.1,Plant & Machinery,74 161,Computer & Communication Systems,7416100000,R&M-Computer & Communication Systems
74,Repairs & Maintenance,74.1,Plant & Machinery,74 162,Computer & Communication Equipments,7416200000,R&M-Computer & Communication Equipments
74,Repairs & Maintenance,74.1,Plant & Machinery,74 164,Contract personal eng.,7416400000,S/S&Line-Contract personal eng.
74,Repairs & Maintenance,74.2,Buildings,74 205,Buildings Containing Transmission Installations,7420500000,R&M-Buildings Containing Transmission Installations
74,Repairs & Maintenance,74.2,Buildings,74 206,Building Containing Distriution Installations,7420500000,R&M-Buildings Containing Transmission Installations
74,Repairs & Maintenance,74.2,Buildings,74 207,Office Buildings,7420700000,R&M-Office Buildings
74,Repairs & Maintenance,74.2,Buildings,74 209,Store Buildings/Godowns,7420900000,R&M-Store Buildings/Godowns
74,Repairs & Maintenance,74.2,Buildings,74 210,Workshop/Fabrication Shop,7421000000,R&M-Workshop/Fabrication Shop
74,Repairs & Maintenance,74.2,Buildings,74 213,Residential Buildings,7421300000,R&M-Residential Buildings
74,Repairs & Maintenance,74.2,Buildings,74 216,Inspection/Guest House,7421600000,R&M-Inspection/Guest House
74,Repairs & Maintenance,74.2,Buildings,74 230,Other Buildings,7423000000,R&M-Other Buildings
74,Repairs & Maintenance,74.3,Civil Works,74 301,Approch Roads,7430100000,R&M-Approach Roads
74,Repairs & Maintenance,74.3,Civil Works,74 302,Other Roads,7430200000,R&M-Other Roads
74,Repairs & Maintenance,74.3,Civil Works,74 306,Drainage and Sewage in Residential Colonies,7430600000,R&M-Drainage and Sewage in Residential Colonies
74,Repairs & Maintenance,74.3,Civil Works,74 307,Pipe Lines & Water Supply in Residential Colony,7430700000,R&M-Pipe Lines & Water Supply in Residential Colony
74,Repairs & Maintenance,74.3,Civil Works,74 310,Misc. Civil Works,7431000000,R&M-Misc. Civil Works
74,Repairs & Maintenance,74.4,Hydraulic Works,74 403,Cooling Water System,7440300000,R&M-Cooling Water System
74,Repairs & Maintenance,74.4,Hydraulic Works,74 405,Sweet Water Arrangement including Reservior etc.,7440500000,R&M-Sweet Water Arrangement including Reservior etc.
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 501,"Overhead Lines (Towers Poles, Fixtures, Overhead Conductors and Devices) Lines on Fabricated Steel Supports operating at a Nominal Voltage Higher than 66KV",7450100000,R&M-OL:L(fabricated steel supp)operting at V>66KVA
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 502,"Overhead Lines(Towers, Poles, Fixtures, Overhead Conductors and Devices): Lines on Steel Supports Operating at, a Nominal Voltage Higher than 13.2 KV but not Exceeding 66KV",7450200000,R&M-OL:L (steel supp)operating at 13.2KVA<V<=66KVA
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 503,"Overhead Lines (Towers, Poles, Fixtures Overhead Conductors and Devices) Lines on Reinforced Concrete Supports",7450300000,R&M-OL: Lines on reinforced concrete supports
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 509,Miscellaneous Line Works,7450900000,R&M-Miscellaneous Line Works
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 510,Lease Rent/Rent for Use of Land,7451000000,S/S&Line-Lease Rent/Rent for Use of Land
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 511,"Under Ground Cable including Joint Boxes, Disconnecting Boxes",7451100000,"R&M-Undergrnd Cable(Joint boxes,Disconectng Boxes)"
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 512,Under Ground Cable-Cable Duct System,7451200000,R&M-Under Ground Cable-Cable Duct System
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 531,Meter Equipments,7453100000,R&M-Meter Equipments
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 541,Street Lighting & Signal System,7454100000,R&M-Street Lighting & Signal System
74,Repairs & Maintenance,74.5,"Lines, Cables net works etc.",74 599,Other Misc.Expenses,7459900000,R&M-Other Misc.Expenses
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 601,"Trucks, Tempos and Trekkers",7460100000,"R&M-Trucks, Tempos and Trekkers"
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 602,Buses and Mini Buses,7460200000,R&M-Buses and Mini Buses
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 603,Jeeps,7460300000,R&M-Jeeps
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 604,Motor Cars,7460400000,R&M-Motor Cars
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 605,Tactor-Trailers and Trollies,7460500000,R&M-Tactor-Trailers and Trollies
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 606,Motor Cycles/Scooters,7460600000,R&M-Motor Cycles/Scooters
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 607,Others,7460700000,R&M-Others
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 609,Vehicle on Rent,7460900000,R&M-Vehicle on Rent
74,Repairs & Maintenance,74.6,Vehicles (Vehicle Suspense),74 651,Expenditure on contractual manpower (Samvidha Employee),7465100000,R&M-Expnd. on contractual manpower
74,Repairs & Maintenance,74.7,Furniture & Fixtures,74 700,Furniture & Fixtures,7470000000,R&M-Furniture & Fixtures
74,Repairs & Maintenance,74.8,Office Equipment,74 804,Duplicating Machines,7480900000,R&M-Others(Peripharals)
74,Repairs & Maintenance,74.8,Office Equipment,74 806,Maintenance of Computers & Printers,7480600000,R&M-Maintenance of Computers & Printers
74,Repairs & Maintenance,74.8,Office Equipment,74 807,Software,7480700000,R&M-Software
74,Repairs & Maintenance,74.8,Office Equipment,74 809,Others,7480900000,R&M-Others(Peripharals)
75,Employee Costs,75.1,Salaries,75 110,Permanent Employees,7511000000,Basic Pay-GPF
75,Employee Costs,75.1,Salaries,75 110C,Pay (PP & Others),7542900000,Other Allowance
75,Employee Costs,75.1,Salaries,75 111,Pay Permanent Employees,7511100000,Basic Pay-CPF
75,Employee Costs,75.1,Salaries,75 112,Pay (PP & Others),7542900000,Other Allowance
75,Employee Costs,75.1,Salaries,75 118,7th Pay Arrears - GPF Employees (Basic Pay & DA),4435600000,Liability / Provision for 7th Pay Arrear
75,Employee Costs,75.1,Salaries,75 119,7th Pay Arrears - CPF Employees (Basic Pay & DA),4435600000,Liability / Provision for 7th Pay Arrear
75,Employee Costs,75.1,Salaries,75 120,Dearness Pay-Permanent Employees,7512000000,Dearness Pay-Permanent Employees
75,Employee Costs,75.1,Salaries,75 121,Grade Pay,7512100000,Grade Pay (GPF)
75,Employee Costs,75.1,Salaries,75 122,Grade Pay,7512200000,Grade Pay (CPF)
75,Employee Costs,75.1,Salaries,75 150,Temporary Employees-Casual,7619000000,Other Expenses - Miscellaneous Expenses
75,Employee Costs,75.1,Salaries,75 160,Security Guards/Servants/Cooks,7516000000,SECURITY
75,Employee Costs,75.1,Salaries,75 170,Apprentices,7517000000,APPRENTICE
75,Employee Costs,75.3,Dearness Allowance,75 310,Permanent Employees,7531000000,Dearness Allowances-GPF
