Activity number,Material Group,Mat/Srv Group Desc.,Base Unit,Service Category,Service Category.1,Valuation Class,Val. Class Desc.,G/L Account,Service Short Text,Service Long Text,Deletion Indicator
300107,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,"EW-CUTTING 0.5M PITS 20CM LAYERS,INC RAM","EARTH WORK IN CUTTING OR IN EMBANKMENT IN ORDINARY SOIL, EXCAVATION TO BE IN   THE FORM OF  REGULAR PITS, NOT EXCEEDING 0.5M IN DEPTH AND EARTHWORK IN   EMBANKMENT TO BE IN 20CM LAY ERS, INCLUDING RAMMING & DRESSING THE SURFACE TO REQD. LEVELS AND SLOPES.  (CSI NO. 4.03)",
300108,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,"EW-CUTTING 0.5M PITS 30CM LAYERS,INC RAM",ADD TO EARTH WORK ITEM (SI NO. 4.01 TO 4.03) FOR EVERY ADDITIONAL 30M LEAD OR PART  THEREO F OR FOR EVERY ADDITIONAL 1.5M LIFT OR PART THEREOF. (CSI NO. 4.04),
300109,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,"SAND FILLING IN PLINTH,INC S/O SAND","SAND FILLING IN PLINTH INCLUDING SUPPLY OF NECESSARY QUANTITY OF FINE SAND FROM OUTSIDE TH E UPPCL PREMISES INCLUDING WATERING, DRESSING ETC. RATE   TO INCLUDE COST OF ALL MATERIALS , LABOUR AND T&P ETC. REQUIRED FOR PROPER   COMPLETION OF WORK.                      (CSI NO. 4.05)",
300110,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,EXCAVATION-SOIL W/GRAVEL UPTO 1.5M,"EXCAVATION IN FOUNDATION IN SOIL MIXED WITH GRAVEL AND BOULDER REQUIRING THE USE OF SPECIA L T&P SUCH AS PICKAXES, SABBALS ETC INCLUDING LIFT   UPTO 1.5M AND LEAD UPTO 30M AND INCLU DING FILLING, WATERING AND RAMMING OF   EXCAVATED EARTH INTO THE TRENCHES OR INTO THE SPAC E BETWEEN THE BUILDING AND SIDES OF THE FOUNDATION .  (CSI NO. 4.06)",
300111,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,EXCAVATION-BLACK COTTON SOIL UPTO 1.5M,"EXCAVATION IN FOUNDATION IN BLACK COTTON SOIL  REQUIRING THE USE OF SPECIAL T&P SUCH AS PI CKAXES, SABBALS ETC INCLUDING LIFT   UPTO 1.5M AND LEAD UPTO 30M AND INCLUDING FILLING, WA TERING AND RAMMING OF   EXCAVATED EARTH INTO THE TRENCHES OR INTO THE SPACE BETWEEN THE BU ILDING AND   SIDES OF THE FOUNDATION. (CSI NO. 4.07)",
300112,S0004,EARTH WORK,M2,Z003,CIVIL SERVICES,,,,CLEARING JUNGLE INCL UPROOTING,"CLEARING JUNGLE INCLUDING UPROOTING OF RANK VEGETATIONS,GRASS, BUSH,  WOOD, TREES AND SAPL INGS OF GIRTH UPTO 30CM MEASURED AT A HEIGHT OF 1.0M ABOVE GROUND LEVEL AND REMOVAL OF RUB BISH UPTO A DISTANCE OF 50M OUTSIDE THE PERIPHERY OF UPPCL AREA CLEARED. (CSI NO. 4.08)",
300113,S0004,EARTH WORK,M2,Z003,CIVIL SERVICES,,,,CLEARING GRASS&RUBBISH REMOVAL UPTO 5OM,CLEANING OF GRASS AND REMOVAL OF RUBBISH UPTO A DISTANCE OF 50 M  OUTSIDE THE UPPCL AREA C LEANED. (CSI NO.4.09),
300114,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,EARTH FILLING UNDER FLOORS/SS AREA,"EARTH FILLING UNDER FLOORS AND/OR SUB STATION AREA INCLUDING COST OF EARTH   WHEN OBTAINED  FROM WITH IN 8 KM  OUTSIDE UPPCL AREA INCLUDING ITS ROYLTY AND CARRIAGE INCLUDING   WATER ING, RAMMING IN 20 CM LAYERS AND DRESSING OF EARTH ETC. ALL COMPLETE. (CSI NO. 4.10)",
300115,S0004,EARTH WORK,M2,Z003,CIVIL SERVICES,,,,LEVELLING&DRESSING SLOPES 100MM DEPTH,LEVELLING AND DRESSING AND MAKING PROPER SLOPES INCLUDING CUTTING  AND FILLING OF EARTH UP TO A DEPTH 100MM IF SO REQUIRED INCLUDING  ALL LABOUR T&P ETC. REQUIRED FOR PROPER COMPLET ION OF THE WORK . (CSI NO. 4.11),
300116,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,EXCAVATION-SOFT ROCK W/O BLASTING <1.5M,"""EXCAVATION IN SOFT ROCK WITH CROW BARS WEDGES AND HAMMERS WITHOUT  BLASTING INCLUDING LIF T UPTO 1.5 M AND LEAD UPTO 30 M AND  STACKING. (CSI NO. 4.12).(STACK MEASUREMENT SHALL BE DONE AND 20% VIDES SHALL BE DEDUCTED.)""",
300117,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,EXCAVATION-HARD ROCK EXCEPT GRANITE<1.5M,"EXCAVATION IN HARD ROCK OTHER THAN GRENITE BY BLASTING INCLUDING  COST OF DRILLING , EXPLO SIVE, REMOVAL OF ROCK AND STACKING UPTO  ADISTANCE 30 M INCLUDING LIFT UPTO 1.5 M. STACK M EASUREMENT SHALL BE DONE AND 20% VIDES SHALL BE DEDUCTED.(CSI NO. 4.13)",
300118,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,EXCAVATION-HARD ROCK GRANITE<1.5M,"EXCAVATION IN HARD ROCK GRENITE BY BLASTING INCLUDING  COST OF DRILLING ,EXPLOSIVE, REMOVA L OF ROCK AND STACKING UPTO  ADISTANCE 30 M INCLUDING LIFT UPTO 1.5 M. STACK MEASUREMENT S HALL BE DONE AND 20% VIDES SHALL BE DEDUCTED.(CSI NO. 4.14)",
300119,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,EXTRA-IN/UNDER WATER OR LIQUID MUD,EXTRA RATE OVER RATES OF ABOVE ITEMS WHEN WORK EXECUTED UNDER FOLLOWING  CONDITION. (CSI N O. 4.15) IN OR UNDER WATER & OR IN LIQUID MUD,
300120,S0004,EARTH WORK,M3,Z003,CIVIL SERVICES,,,,EXTRA-IN/UNDER FOUL POSITION,EXTRA RATE OVER RATES OF ABOVE ITEMS WHEN WORK EXECUTED UNDER FOLLOWING  CONDITION. (CSI N O. 4.15) IN OR UNDER FOUL POSITION,
300121,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 4CM 1CL BRICK BALLAST 12:6:1,"CONCRETE WITH 4CM GAUGE I CLASS BRICK  BALLAST, COARSE SAND (F.M. 1.8 TO 2.5) AND CEMENT I N PROPORTION OF 12:6:1 IN FOUNDATIONS AND UNDER FLOORS INCLUDING SUPPLY OF ALL MATERIALS, LABOUR AND TOOLS AND PLANTS ETC. REQUIRED FOR PROPER COMPLETION. (CSI NO.5.01 )",
300122,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 4CM 1CL STONE BALLAST 12:6:1,"CONCRETE WITH 4CM GAUGE  STONE BALLAST, COARSE SAND (F.M. 1.8 TO 2.5) & CEMENT IN PROPORTI ON OF 12:6:1 IN FOUNDATIONS &UNDER FLOORS INCLUDING SUPPLY OF ALL MATERIALS, LABOUR AND TO OLS AND PLANTS ETC. REQUIRED FOR PROPER COMPLETION. (CSI NO. 5.02)",
300123,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 4CM 1CL BRICK BALLAST 10:5:1,"CONCRETE WITH 4CM GAUGE I CLASS BRICK  BALLAST, COARSE SAND ( (F.M. 1.8 TO 2.5) AND CEMENT  IN PROPORTION OF 10:5:1 IN FOUNDATIONS AND UNDER FLOORS INCLUDING SUPPLY OF ALL MATERIALS , LABOUR AND TOOLS AND PLANTS ETC. REQUIRED FOR PROPER COMPLETION. (CSI NO.5.03 )",
300124,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 4CM 1CL STONE BALLAST 10:5:1,"CONCRETE WITH 4CM GAUGE  STONE BALLAST, COARSE SAND (F.M. 1.8 TO 2.5) & CEMENT IN PROPORTI ON OF 10:5:1 IN FOUNDATIONS & UNDER FLOORS INCLUDING SUPPLY OF ALL MATERIALS, LABOUR AND T OOLS AND PLANTS ETC. REQUIRED FOR PROPER COMPLETION. (CSI NO. 5.03A)",
300125,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 4CM 1CL BRICK BALLAST 8:4:1,"CONCRETE WITH 4 CM GAUGE 1ST CLASS BRICK BALLAST, COARSE SAND  (F.M. 1.8 TO 2.5) AND CEMEN T IN PROPORTION OF 8:4:1 IN FOUNDATION & UNDER FLOORS INCLUDING SUPPLY OF ALL MATERIALS, L ABOUR & T&P ETC. COMPLETE. (CSI NO. 5.04)",
300126,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 4CM 1CL STONE BALLAST 8:4:1,"CONCRETE WITH 4CM GAUGE  STONE BALLAST, COARSE SAND  (F.M. 1.8 TO 2.5) AND CEMENT IN PROPO RTION OF 8:4:1 IN FOUNDATION & UNDER FLOORS INCLUDING SUPPLY OF ALL MATERIALS, LABOUR & T& P ETC. COMPLETE. (CSI NO. 5.04A)",
300127,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 4CM HARD STONE BALLAST 4:2:1,"CEMENT CONCRETE WITH 4CM GAUGE APPROVED HARD STONE BALLAST,  COARSE SAND  (F.M. 1.8 TO 2.5 ) AND CEMENT IN PROPORTION OF 4:2:1  INCLUDING SUPPLY OF ALL MATERIALS, LABOUR,SIDE SHUTTE RING IF  REQUIRED AND T&P ETC. REQUIRED FOR PROPER COMPLETION OF WORK. (CSI NO. 5.05)",
300128,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 2CM HARD STONE BALLAST 4:2:1,"CEMENT CONCRETE WITH 2CM GAUGE APPROVED HARD STONE BALLAST,  COARSE SAND (F.M. 1.8 TO 2.5)  AND CEMENT IN PROPORTION OF 4:2:1  INCLUDING SUPPLY OF ALL MATERIALS, LABOUR,SIDE SHUTTER ING IF  REQUIRED AND T&P ETC. REQUIRED FOR PROPER COMPLETION OF WORK. (CSI NO. 5.06)",
300129,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 4CM HARD STONE BALLAST 6:3:1,"CEMENT CONCRETE WITH 4CM GAUGE APPROVED HARD STONE BALLAST,  COARSE SAND (F.M. 1.8 TO 2.5)  AND CEMENT IN PROPORTION OF 6:3:1  INCLUDING SUPPLY OF ALL MATERIALS,LABOUR,SIDE SHUTTERI NG IF  REQUIRED AND T&P ETC. REQUIRED FOR PROPER COMPLETION OF WORK.(CSI NO. 5.07)",
300130,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,PRECAST CEMENT CONC DOOR SILLS,"PRECAST CEMENT CONCRETE DOOR SILLS, CHAUKHATS BOUNDARY POSTS,  SHELVES AND SIMILAR SMALL W ORK WITH CEMENT, APPROVED COARSE SAND   (F.M. 1.8 TO 2.5) AND 2 CM GAUGE GRADED APPROVED H ARD STONE BALLAST IN THE PROPORTION 1:2:4, EXCLUDING REINFORCEMENT BUT INCLUDING FIXING TH E SAME IN POSITION INCLUDING COST OF ALL OTHER MATERIAL, LABOR AND T&P. (CSI NO. 5.09)",
300131,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,RCC&2CM HARDSTONE BALLAST 1:2:4-LINTELS,"RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION 1:2:4  IN LINTELS OF DOORS AND WINDOWS, EXCLUDING SUPPLY OF REINFORCEMENT & I TS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING COST  OF ALL OTHER MATERIALS LABOUR AND T&P. (CSI NO. 5.10)",
300132,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,RCC&2CM HARDSTONE BALLAST 1:2:4-SLAB,"RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION 1:2:4  IN  SLAB, EXCLUDING SUPPLY OF REINFORCEMENT & ITS BENDING BUT INCLUDIN G ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING COST OF ALL OTHER MATERIALS  LABOUR AND T&P (CSI NO. 5.11)",
300133,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,RCC&2CM HARDSTONE BALLAST 1:2:4-L BEAM,"RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION 1:2:4  IN  LIGHTER BEAMS I.E. HAVING SPAN UPTO  6M , EXCLUDING SUPPLY OF REIN FORCEMENT & ITS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, I NCLUDING COST OF ALL OTHER MATERIALS LABOUR AND T&P  (CSI NO. 5.12)",
300134,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,RCC&2CM HARDSTONE BALLAST 1:2:4-H BEAM,"RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION 1:2:4  IN   HEAVIER BEAMS I.E. HAVING SPAN ABOVE  6M, EXCLUDING SUPPLY OF REI NFORCEMENT & ITS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING COST OF ALL OTHER MATERIALS LABOUR AND T&P(CSI NO. 5.13)",
300135,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,RCC&4CM HARDSTONE BALLAST 1:2:4-FOUNDTN,"RCC WORK WITH CEMENT, APPROVED COARSE SAND (F.M. 1.8 TO 2.5) AND  4 CM GAUGE GRADED APPROV ED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES IN  PROPORTION 1:2:4  IN   RAFT FOUNDATION AND FOOTINGS , EXCLUDING SUPPLY OF REINFORCEMENT &  ITS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING CO ST OF ALL OTHER MATERIALS LABOUR AND T&P (CSI NO. 5.14)",
300136,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,RCC&2CM HARDSTONE BALLAST 1:2:4-FOUNDTN,"RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION 1:2:4  IN RAFT FOUNDATION AND FOOTINGS, EXCLUDING SUPPLY OF REINFORCEMENT & I TS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING COST  OF ALL OTHER MATERIALS LABOUR AND T&P (CSI NO. 5.15)",
300137,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"RCC PILE CAPING 2CM H.S BALLAST,1:2:4","AS IN ITEM 5.15 ABOVE BUT IN RCC PILE CAPING, GANTRY WALLS/COLUMN  FOUNDATIONS AND RCC PED ESTALS (CSI NO. 5.15A)",
300138,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,RCC&2CM HARDSTONE BALLAST 1:2:4-T BEAM,"RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5)  AND  2 CM GAUGE GRADED APPR OVED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES IN PROPORTION 1:2:4  IN RCC T BEAM-SLAB AND COLUMN, EXCLUDING SUPPLY OF REINFORCEMENT & IT S BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING COST OF ALL OTHER MATERIALS LABOUR AND T&P (CSI NO. 5.16)",
300139,S0005,CONCRETE WORK,M2,Z003,CIVIL SERVICES,,,,S/F 40MM PRECAST RCC JALI 1:3 CEMENT,"S/F 40 MM THICK PRECAST RCC JALI (APPROX 0.5 SQ.M. SIZE) OF  APPROVED DESIGN WITH 1:3 CEME NT, COARSE SAND MORTAR AND 1.6 MM DIA M.S.REINFORCEMENT WITH COST OF ALL MATERIALS LABOUR AND T&P  COMPLETE INCLUDING CUTTING REQUIRED GROOVES IN WALLS AND GROUTING. (CSI NO. 5.17)",
300140,S0005,CONCRETE WORK,M2,Z003,CIVIL SERVICES,,,,RCC TRENCH COVER CONC 40MM THK 1:1.5:3,"CONCRETING OF 40 MM THICK RCC TRENCH COVERS IN MILD STEEL FRAME  WORK WITH RCC 1:1.5:3 IN CEMENT,CHOPAN COARSE SAND  (F.M. 1.8 TO 2.5) AND 2CM GAUGE  GRADED HARD STONE BALLAST WITH  3MM THICK FLOATING COAT OF NEAT  CEMENT FINISH ON TOP OF COVER COMPLETE WITH ALL LABOUR, MATERIALS AND PLACING THE SAME IN PROPER POSITION AT REQUIRED LOCATION OF CABLE TRENCH WIT HIN THE SUBSTATION AREA. (CSI NO. 5.18)",
300141,S0005,CONCRETE WORK,M2,Z003,CIVIL SERVICES,,,,RCC TRENCH COVER CONC 40MM THK-5MM EXTRA,ADD TO CSI NO. 5.18 FOR EVERY EXTRA 5MM OR PART THICKNESS OF  TRENCH COVERS. (CSI NO. 5.19 ),
300142,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 40MM BRICK BALLAST 12:6:1,"CONCRETE WORK WITH 40 MM GAUGE BRICK BALLAST OBTAINED FROM BREAKING BRICK BATS (BRICK BATS  SUPPLIED BY THE DEPARTMENT FREE OF COST) IN PROPORTION OF 12:6:1 AS IN CSI NO. 5.01 INCLU DING  COST OF ALL LABOUR,  MATERIALS, T&P ETC REQUIRED FOR PROPER COMPLETION OF WORK. (CSI  NO. 5.20)",
300143,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,CONC 2CM HARDSTONE BALLAST 3:1.5:1,"CEMENT CONCRETE WITH 2CM GAUGE APPROVED HARD STONE BALLAST,  COARSE SAND (F.M. 1.8 TO 2.5)  AND CEMENT IN PROPORTION OF 3:1.5:1  INCLUDING SUPPLY OF ALL MATERIALS, LABOUR,SIDE SHUTT ERING IF  REQUIRED AND T&P ETC. REQUIRED FOR PROPER COMPLETION OF WORK  (CSI NO. 5.21)",
300144,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"PRECAST DOOR SILLS,SHELVES&2CM HARDSTONE","PRECAST CEMENT CONCRETE DOOR SILLS, CHAUKHATS BOUNDARY POSTS,  SHELVES AND SIMILAR SMALL W ORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND 2 CM GAUGE GRADED APPROVED HA RD STONE BALLAST IN THE PROPORTION 1:1.5:3, EXCLUDING REINFORCEMENT BUT INCLUDING FIXIG TH E SAME IN POSITION INCLUDING COST OF ALL OTHER MATERIAL, LABOR AND T&P . (CSI NO. 5.22)",
300145,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"RCC&2CM HARDSTONE BALLAST1:1.5:3,LINTELS","RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION 1:1.5:3  IN LINTELS OF DOORS AND WINDOWS, EXCLUDING SUPPLY OF REINFORCEMENT &  ITS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING CO ST OF ALL OTHER MATERIALS LABOUR AND T&P. . (CSI NO. 5.23)",
300146,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"RCC&2CM HARDSTONE BALLAST1:1.5:3,SLAB","RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION 1:1.5:3  IN  SLAB, EXCLUDING SUPPLY OF REINFORCEMENT & ITS BENDING BUT INCLUD ING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING COST OF ALL OTHER MATERIA LS LABOUR AND T&P (CSI NO. 5.24)",
300147,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"RCC&2CM HARDSTONE BALLAST1:1.5:3,L BEAMS","RCC WORK WITH CEMENT, APPROVED COARSE SAND (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPROV ED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES IN  PROPORTION 1:1.5:3  IN  LIGHTER BEAMS I.E. HAVING SPAN UPTO  6M, EXCLUDING SUPPLY OF REIN FORCEMENT & ITS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, I NCLUDING COST OF ALL OTHER MATERIALS LABOUR AND T&P . (CSI NO. 5.25)",
300148,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"RCC&2CM HARDSTONE BALLAST1:1.5:3,H BEAMS","RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION 1:1.5:3  IN HEAVIER BEAMS I.E. HAVING SPAN ABOVE  6M, EXCLUDING SUPPLY OF REI NFORCEMENT & ITS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING COST OF ALL OTHER MATERIALS LABOUR AND T&P . (CSI NO. 5.26)",
300149,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"RCC&2CM HARDSTONE BALLAST1:1.5:3,FOUNDN","RCC WORK WITH CEMENT, APPROVED COARSE SAND  (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPRO VED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES I N PROPORTION  1:1.5:3 IN RAFT FOUNDATION AND FOOTINGS , EXCLUDING SUPPLY OF REINFORCEMENT & ITS BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING C OST OF ALL OTHER MATERIALS LABOUR AND T&P. (CSI NO. 5.27)",
300150,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"RCC PILE CAPING,GANTRY WALLS 1:1.5:3","SAME AS ITEM NO 5.15A  IN RCC PILE CAPING, GANTRY WALLS/COLUMN  FOUNDATIONS AND RCC PEDEST ALS BUT IN THE PROPORTION 1:1.5:3. (CSI NO. 5.28)",
300151,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,"RCC&2CM HARDSTONE BALLAST1:1.5:3,T BEAM","RCC WORK WITH CEMENT, APPROVED COARSE SAND (F.M. 1.8 TO 2.5) AND  2 CM GAUGE GRADED APPROV ED HARD STONE BALLAST LIKE GRAINITE, QUARTZITE ETC FROM DALLA, JHANSI OR OTHER QUARRIES IN  PROPORTION 1:1.5:3  IN RCC T BEAM-SLAB AND COLUMN, EXCLUDING SUPPLY OF REINFORCEMENT & IT S BENDING BUT INCLUDING ITS FIXING AND BINDING THE SAME WITH BINDING WIRE, INCLUDING COST OF ALL OTHER MATERIALS LABOUR AND T&P . (CSI NO. 5.29)",
300152,S0005,CONCRETE WORK,M3,Z003,CIVIL SERVICES,,,,S&F 75-115MM BOLDERS,"SUPPLYING AND FILLING 75 MM TO 115 MM SIZE BOLDERS IN CHILLING  TANK COMPLETE  INCLUDING S UPPLY OF ALL MATERIALS, LABOUR AND TOOLS AND PLANTS ETC. REQUIRED FOR PROPER COMPLETION.(V OIDES 30 % SHALL BE DEDUCTED DURING MEASUREMENT). (CSI NO. 5.30)",
300153,S0005,CONCRETE WORK,M2,Z003,CIVIL SERVICES,,,,"A&S 75MM BROKEN GRIT 20MM,1:4:8","ARRANGING AND SPREDING 75 MM THICK BROKEN GRIT 20 MM (GRANITE STONE)  UNIFORM  FOR TURFING  OVER 100MM THICK BASE COURSE OF C.C. IN 1:4:8 (1CEMENT:4COARSE SAND: 8, 40MM STONE BALLAS T) TOP FINISH BY BROOMING OF CEMENT MORTAR 1:4(1CEMENT: 4 COARSE SAND) INCLUDING SUPPLY OF  ALL MATERIALS, LABOUR AND TOOLS AND PLANTS ETC. REQUIRED FOR PROPER COMPLETION. (CSI NO. 5.31)",
300154,S0007,DAMP PROOFING,M2,Z003,CIVIL SERVICES,,,,2CM THK DAMP PROOF COURSE OF 1:2 RATIO,"2 CM. THICK DAMP PROOF COURSE WITH 1:2 CEMENT AND APPROVED COARSE  SAND (F.M.1.8 TO 2.5) M ORTAR WITH LIQUID WATER PROOFING MATERIAL AS ORDERED BY THE ENGINEER-IN-CHARGE IN THE PROP ORTION AS SPECIFIED BY THE MANUFACTURER, INCLUDING   SUPPLY OF ALL MATERIALS, LABOUR AND T &P ETC. (CSI NO. 7.01)",
300155,S0007,DAMP PROOFING,M2,Z003,CIVIL SERVICES,,,,2.5CM THK DAMP PROOF COURSE 1:1.5 RATIO,"2.5 CM. THICK DAMP PROOF COURSE OF CEMENT CONCRETE CONSISTING OF 1 PART CEMENT 1.5 PARTS A PPROVED COARSE SAND (F.M.1.8 TO 2.5), AND  3 PARTS APPROVED 12 MM. GRADED STONE GRIT AND A LSO INCLUDING LIQUID  WATER PROOFING MATERIAL AS APPROVED BY THE ENGINEER-INCHARGE IN THE PROPORTIONS SPECIFIED BY THE MANUFACTURER. (CSI NO. 7.02)",
300156,S0010,ROOF WORK,M2,Z003,CIVIL SERVICES,,,,S&F 24 BWG GC IRON ROOFING SHEET,"SUPPLY AND FIXING 24 B.W.G , G.C. IRON SHEET ROOFING .FIXED IN POSITION WITH J OR U BOLTS 10 MM. DIA WITH G.I. LIMPET & BITUMEN WASHERS INCLUDING SUPPLY OF ALL MATERIALS, LABOUR,WA STAGE. AND T&P ETC. REQUIRED FOR PROPER COMPLETION OF THE WORK.           (CSI NO. 10.01)",
300157,S0010,ROOF WORK,M,Z003,CIVIL SERVICES,,,,S&F 22 BWG GC IRON RIDES VALLEY & GUTTER,"SUPPLY AND FIXING 22 B.W.G. GALVANIZED  IRON RIDGES VALLEY AND GUTTERS FOR  ROOFING FIXED WITH J OR U BOLTS 10MM. DIA WITH G.I. LIMPET & BITUMEN WASHERS  INCLUDING SUPPLY OF ALL MA TERIALS, LABOUR,WASTAGE AND T&P ETC.REQUIRED FOR PROPER COMPLETION OF THE WORK. (CSI NO. 1 0.02)",
